,CustomerID,Recency,RecencyCluster,Freq,FreqCluster,UnitPrice,MVCluster,Score,RFMSegment
204,16883.0,186,1,38,2,139.99,2,5,High
205,12841.0,4,2,439,2,1045.7200000000025,2,6,High
206,16905.0,4,2,209,2,760.5800000000005,2,6,High
207,17967.0,371,0,48,2,90.23000000000003,2,4,Med
208,16891.0,1,2,203,2,634.4400000000006,2,6,High
209,14589.0,371,0,3,2,23.85,2,4,Med
210,14680.0,24,2,320,2,776.3099999999991,2,6,High
211,17884.0,3,2,117,2,224.1699999999998,2,6,High
212,14083.0,3,2,181,2,507.9299999999994,2,6,High
213,13013.0,0,2,222,2,701.7500000000003,2,6,High
214,14210.0,90,2,103,2,394.2199999999998,2,6,High
215,16477.0,63,2,146,2,339.4699999999998,2,6,High
216,16013.0,3,2,151,2,444.6299999999999,2,6,High
217,17949.0,0,2,79,2,727.33,2,6,High
218,16926.0,370,0,14,2,97.70000000000002,2,4,Med
219,17787.0,152,1,134,2,381.5099999999999,2,5,High
220,14723.0,9,2,278,2,624.7999999999998,2,6,High
221,17954.0,4,2,489,2,969.3200000000003,2,6,High
222,17819.0,71,2,49,2,224.48999999999992,2,6,High
223,15373.0,7,2,137,2,725.43,2,6,High
224,16140.0,52,2,37,2,75.62,2,6,High
225,17198.0,23,2,96,2,278.1399999999999,2,6,High
226,17238.0,2,2,566,2,1521.560000000001,2,6,High
227,15769.0,6,2,147,2,300.6700000000001,2,6,High
228,14396.0,64,2,73,2,191.76000000000005,2,6,High
229,14898.0,22,2,119,2,353.2799999999994,2,6,High
230,16725.0,301,0,152,2,556.0799999999999,2,4,Med
231,16455.0,63,2,99,2,208.04999999999998,2,6,High
232,13081.0,0,2,1057,2,2489.9300000000035,2,6,High
233,15545.0,53,2,81,2,218.05,2,6,High
234,17243.0,0,2,407,2,1722.560000000005,2,6,High
235,15465.0,19,2,104,2,720.2300000000006,2,6,High
236,15708.0,40,2,297,2,1213.2500000000025,2,6,High
237,13089.0,2,2,1857,2,5166.4499999999625,2,6,High
238,16033.0,5,2,1152,2,3852.3299999999713,2,6,High
239,13838.0,5,2,174,2,539.8399999999995,2,6,High
240,15351.0,11,2,233,2,682.4400000000002,2,6,High
241,18055.0,6,2,363,2,1467.9100000000026,2,6,High
242,15038.0,42,2,133,2,547.9099999999995,2,6,High
243,18109.0,1,2,454,2,2267.6800000000017,2,6,High
244,13069.0,0,2,470,2,809.5300000000017,2,6,High
245,16241.0,9,2,662,2,1469.6400000000042,2,6,High
246,14800.0,47,2,392,2,868.2999999999993,2,6,High
247,16839.0,8,2,298,2,898.6200000000001,2,6,High
248,16168.0,10,2,99,2,329.1699999999996,2,6,High
249,16931.0,4,2,898,2,1853.8000000000072,2,6,High
250,16814.0,13,2,325,2,1068.910000000001,2,6,High
251,13269.0,0,2,320,2,833.8500000000007,2,6,High
252,14813.0,369,0,30,2,84.79,2,4,Med
253,17062.0,313,0,71,2,153.29000000000002,2,4,Med
254,14810.0,40,2,255,2,593.6599999999986,2,6,High
255,16353.0,3,2,94,2,283.0199999999998,2,6,High
256,18118.0,10,2,1284,2,3292.3799999999724,2,6,High
257,13831.0,15,2,74,2,292.8499999999999,2,6,High
258,13506.0,311,0,29,2,80.09000000000002,2,4,Med
259,17796.0,39,2,82,2,329.3999999999999,2,6,High
260,15716.0,145,1,118,2,270.0699999999999,2,5,High
261,18156.0,12,2,140,2,420.02999999999975,2,6,High
262,15221.0,365,0,11,2,140.15,2,4,Med
263,16983.0,12,2,149,2,351.4299999999996,2,6,High
264,17059.0,29,2,516,2,1371.3900000000028,2,6,High
265,16327.0,13,2,319,2,666.7300000000006,2,6,High
266,17211.0,26,2,213,2,691.1100000000004,2,6,High
267,17026.0,184,1,4,2,16.14,2,5,High
268,15570.0,6,2,330,2,1240.0600000000009,2,6,High
269,15880.0,368,0,106,2,229.1199999999999,2,4,Med
270,16718.0,368,0,45,2,105.16000000000003,2,4,Med
271,15808.0,305,0,210,2,754.6000000000015,2,4,Med
272,17858.0,5,2,199,2,1171.1300000000012,2,6,High
273,16393.0,1,2,358,2,716.8200000000005,2,6,High
274,14161.0,215,1,108,2,343.1299999999999,2,5,High
275,17863.0,58,2,148,2,228.96,2,6,High
276,16411.0,18,2,45,2,91.59,2,6,High
277,16402.0,264,0,60,2,160.09999999999988,2,4,Med
278,15023.0,2,2,563,2,2152.430000000004,2,6,High
279,17402.0,4,2,59,2,345.75,2,6,High
280,15426.0,18,2,300,2,800.1999999999996,2,6,High
281,15894.0,252,0,41,2,82.49000000000002,2,4,Med
282,15867.0,4,2,463,2,1589.460000000003,2,6,High
283,14506.0,16,2,316,2,1063.410000000003,2,6,High
284,15555.0,11,2,925,2,1563.830000000009,2,6,High
285,13034.0,54,2,37,2,87.77000000000001,2,6,High
286,15889.0,156,1,93,2,268.7699999999998,2,5,High
287,15953.0,14,2,103,2,289.68999999999977,2,6,High
288,16143.0,2,2,118,2,486.70999999999947,2,6,High
289,16422.0,16,2,399,2,1248.7500000000014,2,6,High
290,12747.0,1,2,103,2,449.88999999999953,2,6,High
291,15502.0,15,2,252,2,7836.840000000001,2,6,High
292,14081.0,266,0,156,2,493.9699999999998,2,4,Med
293,17965.0,37,2,329,2,1147.63,2,6,High
294,14404.0,33,2,104,2,320.75999999999993,2,6,High
295,13579.0,14,2,23,2,97.99000000000002,2,6,High
296,13174.0,15,2,314,2,1063.6700000000014,2,6,High
297,15987.0,11,2,140,2,301.64999999999975,2,6,High
298,17677.0,1,2,321,2,892.25,2,6,High
299,13652.0,45,2,63,2,196.77,2,6,High
300,17428.0,0,2,343,2,1249.0700000000006,2,6,High
301,16161.0,1,2,502,2,1636.000000000005,2,6,High
302,16858.0,365,0,13,2,66.29,2,4,Med
303,18219.0,2,2,115,2,495.72999999999985,2,6,High
304,14293.0,2,2,61,2,134.58999999999997,2,6,High
305,14748.0,28,2,92,2,181.1200000000001,2,6,High
306,16638.0,22,2,95,2,361.3699999999999,2,6,High
307,17674.0,73,2,27,2,20.490000000000002,2,6,High
308,13094.0,20,2,30,2,38.31,2,6,High
309,15899.0,368,0,4,2,16.5,2,4,Med
310,15898.0,0,2,87,2,287.8499999999998,2,6,High
311,17691.0,357,0,19,2,64.65,2,4,Med
312,17227.0,18,2,47,2,64.49000000000001,2,6,High
313,15039.0,9,2,1508,2,4811.719999999972,2,6,High
314,15919.0,19,2,143,2,352.4399999999995,2,6,High
315,13497.0,282,0,20,2,63.25000000000001,2,4,Med
316,15860.0,40,2,142,2,488.4099999999993,2,6,High
317,14189.0,1,2,277,2,605.2400000000001,2,6,High
318,15304.0,60,2,26,2,182.89999999999998,2,6,High
319,14867.0,185,1,37,2,144.85,2,5,High
320,14344.0,126,1,71,2,300.0199999999998,2,5,High
321,16719.0,14,2,203,2,793.5500000000003,2,6,High
322,15048.0,64,2,98,2,246.07999999999987,2,6,High
323,15301.0,50,2,247,2,754.1100000000001,2,6,High
324,14708.0,2,2,29,2,88.96000000000002,2,6,High
325,16898.0,25,2,163,2,334.9799999999997,2,6,High
326,14825.0,3,2,121,2,332.0099999999998,2,6,High
327,18113.0,368,0,1,2,1.06,2,4,Med
328,17596.0,22,2,270,2,517.1799999999993,2,6,High
329,15078.0,6,2,451,2,1094.5300000000032,2,6,High
330,14085.0,1,2,451,2,1093.280000000002,2,6,High
331,17860.0,368,0,58,2,148.26999999999998,2,4,Med
332,13155.0,32,2,85,2,247.5199999999998,2,6,High
333,15028.0,7,2,48,2,95.37,2,6,High
334,16919.0,155,1,327,2,913.950000000001,2,5,High
335,17259.0,147,1,124,2,289.48999999999984,2,5,High
336,17019.0,10,2,234,2,496.69999999999953,2,6,High
337,14487.0,26,2,145,2,372.18999999999966,2,6,High
338,16722.0,16,2,228,2,279.28999999999996,2,6,High
339,15882.0,198,1,24,2,45.98000000000002,2,5,High
340,14667.0,10,2,576,2,1793.9200000000087,2,6,High
341,16710.0,18,2,402,2,947.4600000000004,2,6,High
342,16550.0,108,1,261,2,670.8500000000005,2,5,High
343,15984.0,2,2,275,2,753.8099999999995,2,6,High
344,17682.0,9,2,119,2,290.7899999999998,2,6,High
345,16658.0,367,0,8,2,24.169999999999998,2,4,Med
346,17068.0,11,2,297,2,742.5699999999999,2,6,High
347,15356.0,30,2,519,2,1037.2400000000023,2,6,High
348,17223.0,309,0,49,2,213.8499999999999,2,4,Med
349,16817.0,2,2,95,2,360.7899999999998,2,6,High
350,13030.0,10,2,99,2,314.8099999999998,2,6,High
351,17191.0,27,2,237,2,607.9200000000002,2,6,High
352,15194.0,2,2,326,2,792.8000000000005,2,6,High
353,14409.0,70,2,55,2,153.54000000000013,2,6,High
354,16654.0,140,1,31,2,129.72999999999996,2,5,High
355,16861.0,59,2,8,2,18.730000000000004,2,6,High
356,16138.0,367,0,1,2,7.95,2,4,Med
357,13481.0,45,2,112,2,258.88000000000017,2,6,High
358,13495.0,7,2,52,2,137.26,2,6,High
359,17519.0,16,2,83,2,257.42999999999995,2,6,High
360,17218.0,3,2,274,2,797.3200000000008,2,6,High
361,17812.0,12,2,141,2,427.1799999999998,2,6,High
362,14215.0,11,2,109,2,242.82999999999976,2,6,High
363,15602.0,7,2,53,2,158.8399999999998,2,6,High
364,17320.0,99,1,73,2,273.1799999999998,2,5,High
365,16782.0,9,2,197,2,723.8500000000006,2,6,High
366,12913.0,4,2,50,2,146.24,2,6,High
367,17869.0,106,1,40,2,246.3399999999999,2,5,High
368,13564.0,143,1,85,2,1951.9299999999998,2,5,High
369,14850.0,311,0,22,2,37.250000000000014,2,4,Med
370,15021.0,8,2,479,2,1265.6000000000045,2,6,High
371,13963.0,307,0,35,2,114.38000000000001,2,4,Med
372,17450.0,7,2,351,2,3320.089999999986,2,6,High
373,17091.0,2,2,198,2,637.22,2,6,High
374,17470.0,44,2,78,2,93.81000000000004,2,6,High
375,17616.0,173,1,3,2,7.6499999999999995,2,5,High
376,15649.0,335,0,2,2,8.5,2,4,Med
377,14907.0,2,2,168,2,584.86,2,6,High
378,17735.0,1,2,690,2,1512.8000000000015,2,6,High
379,16059.0,65,2,180,2,559.6799999999996,2,6,High
380,17720.0,25,2,50,2,271.7099999999999,2,6,High
381,15018.0,38,2,32,2,241.67999999999995,2,6,High
382,14733.0,8,2,216,2,859.2100000000008,2,6,High
383,13756.0,1,2,143,2,390.5200000000003,2,6,High
384,14176.0,296,0,32,2,112.24999999999999,2,4,Med
385,13319.0,4,2,500,2,1689.4200000000071,2,6,High
386,15353.0,254,0,63,2,208.70999999999995,2,4,Med
387,18119.0,367,0,30,2,83.47000000000001,2,4,Med
388,17491.0,0,2,110,2,378.05999999999966,2,6,High
389,14282.0,2,2,156,2,249.65000000000043,2,6,High
390,13569.0,16,2,85,2,268.02,2,6,High
391,15498.0,0,2,523,2,2517.990000000001,2,6,High
392,14673.0,2,2,74,2,177.22999999999993,2,6,High
393,13488.0,16,2,427,2,1505.7900000000052,2,6,High
394,16221.0,36,2,97,2,218.2999999999999,2,6,High
395,15002.0,115,1,115,2,292.0399999999996,2,5,High
396,15965.0,16,2,122,2,279.09999999999997,2,6,High
397,15024.0,9,2,155,2,438.09999999999957,2,6,High
398,17675.0,0,2,721,2,2576.6999999999975,2,6,High
399,13769.0,1,2,143,2,523.4399999999998,2,6,High
400,16904.0,3,2,710,2,1950.2600000000077,2,6,High
401,16086.0,58,2,40,2,127.67,2,6,High
402,13786.0,366,0,7,2,13.25,2,4,Med
403,13880.0,20,2,165,2,443.56999999999994,2,6,High
404,13173.0,3,2,43,2,113.81000000000004,2,6,High
405,15858.0,15,2,191,2,440.68999999999977,2,6,High
406,15180.0,366,0,6,2,19.599999999999998,2,4,Med
407,14739.0,1,2,61,2,124.97000000000001,2,6,High
408,16293.0,8,2,120,2,500.7299999999998,2,6,High
409,17419.0,10,2,208,2,864.6700000000011,2,6,High
410,16775.0,9,2,158,2,733.8900000000007,2,6,High
411,16306.0,213,1,44,2,73.46000000000001,2,5,High
412,16950.0,56,2,42,2,129.70999999999992,2,6,High
413,17591.0,72,2,167,2,597.2999999999997,2,6,High
414,12839.0,2,2,316,2,609.1000000000012,2,6,High
415,13807.0,366,0,7,2,36.05,2,4,Med
416,16125.0,366,0,13,2,41.720000000000006,2,4,Med
417,15081.0,21,2,35,2,176.01999999999998,2,6,High
418,18102.0,0,2,433,2,5159.729999999994,2,6,High
419,16365.0,17,2,51,2,262.2999999999999,2,6,High
420,17870.0,1,2,280,2,622.7999999999998,2,6,High
421,14821.0,366,0,2,2,5.050000000000001,2,4,Med
422,16863.0,28,2,28,2,46.38,2,6,High
423,13078.0,0,2,380,2,1510.2000000000019,2,6,High
424,13267.0,2,2,224,2,786.2700000000006,2,6,High
425,13050.0,8,2,422,2,1300.1700000000042,2,6,High
426,15628.0,4,2,157,2,358.35999999999984,2,6,High
427,14796.0,0,2,1165,2,2322.330000000001,2,6,High
428,16779.0,1,2,344,2,811.090000000001,2,6,High
429,13599.0,0,2,264,2,730.88,2,6,High
430,13329.0,31,2,19,2,41.809999999999995,2,6,High
431,18077.0,7,2,227,2,414.2700000000001,2,6,High
432,14744.0,15,2,28,2,89.69,2,6,High
433,17406.0,329,0,116,2,1036.1399999999999,2,4,Med
434,15750.0,2,2,295,2,717.3000000000006,2,6,High
435,13983.0,29,2,112,2,684.2,2,6,High
436,13842.0,58,2,206,2,833.1200000000008,2,6,High
437,13199.0,3,2,120,2,316.24999999999994,2,6,High
438,14032.0,1,2,152,2,359.26000000000005,2,6,High
439,17706.0,3,2,395,2,1714.8500000000022,2,6,High
440,16081.0,55,2,227,2,635.0600000000001,2,6,High
441,16525.0,1,2,200,2,727.7199999999996,2,6,High
442,14952.0,45,2,149,2,521.6699999999994,2,6,High
443,17975.0,14,2,297,2,943.8800000000017,2,6,High
444,16122.0,72,2,38,2,60.160000000000025,2,6,High
445,13126.0,4,2,142,2,315.9199999999998,2,6,High
446,15973.0,235,0,6,2,39.61,2,4,Med
447,16558.0,0,2,474,2,1440.7900000000022,2,6,High
448,16713.0,18,2,632,2,1978.760000000012,2,6,High
449,16893.0,366,0,45,2,116.87000000000003,2,4,Med
450,15529.0,22,2,674,2,1160.590000000002,2,6,High
451,18043.0,24,2,121,2,352.3699999999997,2,6,High
452,16016.0,2,2,237,2,728.91,2,6,High
453,17722.0,95,1,120,2,392.52999999999963,2,5,High
454,17324.0,17,2,50,2,138.28,2,6,High
455,17341.0,156,1,183,2,388.0999999999998,2,5,High
456,14051.0,0,2,215,2,1008.5000000000022,2,6,High
457,15916.0,15,2,160,2,613.7999999999996,2,6,High
458,16233.0,70,2,25,2,116.68000000000002,2,6,High
459,16385.0,59,2,59,2,150.20000000000005,2,6,High
460,15032.0,255,0,55,2,104.0500000000001,2,4,Med
461,17213.0,39,2,164,2,679.6500000000003,2,6,High
462,18061.0,21,2,46,2,230.47999999999993,2,6,High
463,13113.0,0,2,279,2,1033.4800000000005,2,6,High
464,16553.0,162,1,86,2,196.8599999999999,2,5,High
465,13455.0,24,2,53,2,253.80999999999995,2,6,High
466,14217.0,1,2,107,2,605.3399999999999,2,6,High
467,17262.0,51,2,12,2,48.33000000000001,2,6,High
468,14299.0,7,2,162,2,573.8000000000003,2,6,High
469,18259.0,24,2,42,2,136.9,2,6,High
470,17676.0,3,2,79,2,152.65999999999997,2,6,High
471,16679.0,365,0,3,2,20.75,2,4,Med
472,18269.0,357,0,8,2,27.1,2,4,Med
473,15298.0,1,2,194,2,470.94999999999993,2,6,High
474,18193.0,150,1,18,2,74.42000000000002,2,5,High
475,13523.0,32,2,177,2,1268.2300000000002,2,6,High
476,12870.0,365,0,2,2,14.899999999999999,2,4,Med
477,15005.0,15,2,1160,2,2729.279999999996,2,6,High
478,15581.0,120,1,150,2,3610.2,2,5,High
479,15680.0,8,2,78,2,188.75999999999996,2,6,High
480,13649.0,256,0,23,2,73.4,2,4,Med
481,17894.0,71,2,193,2,539.2899999999997,2,6,High
482,13270.0,365,0,1,2,2.95,2,4,Med
483,14618.0,8,2,17,2,73.34,2,6,High
484,14866.0,10,2,103,2,342.7199999999999,2,6,High
485,13077.0,0,2,112,2,196.6499999999997,2,6,High
486,13115.0,8,2,132,2,343.8399999999995,2,6,High
